"Gene.ID","chromosome_name","start_position","end_position","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene.Name"
"ENSG00000120333","chr1",175010789,175023425,"ENSG00000120333",474.589841644415,0.0437155345408657,0.140071932498313,0.312093463416679,0.754969494055558,0.848164500332395,"MRPS14"
"ENSG00000120334","chr1",173799550,173824883,"ENSG00000120334",259.199793634769,-0.127813824905752,0.153421289005159,-0.83309054261338,0.404793666949558,0.561862042927382,"CENPL"
"ENSG00000120337","chr1",173039202,173050941,"ENSG00000120337",3.27185353062822,-1.17401922884432,1.56149984292492,-0.75185356832647,0.452139123387469,NA,"TNFSF18"
"ENSG00000120370","chr1",170531819,170553834,"ENSG00000120370",245.472213931197,0.0636094232908036,0.183293069907623,0.347036706422462,0.728563742669646,0.829926232545603,"GORAB"
"ENSG00000120436","chr6",167155247,167157980,"ENSG00000120436",5.56585677011635,-6.27242679411469,3.07893043407342,-2.03720965069558,0.0416290371550145,0.100690735608032,"GPR31"
"ENSG00000120437","chr6",159762045,159779112,"ENSG00000120437",657.609648726494,0.0562782343110549,0.156153127838811,0.360404143611828,0.718544928391837,0.822161870184388,"ACAT2"
"ENSG00000120438","chr6",159778498,159789703,"ENSG00000120438",8483.801346249,-0.409946207043844,0.083250219092069,-4.92426580391905,8.4677672788646e-07,8.17372906075599e-06,"TCP1"
"ENSG00000120451","chr11",130866250,130916479,"ENSG00000120451",426.680441992481,-0.0433509793680108,0.187764098983363,-0.230880022340437,0.817408011334734,0.889929379303064,"SNX19"
"ENSG00000120458","chr11",124766498,124800706,"ENSG00000120458",246.464831498026,-0.757665880816867,0.248889884544569,-3.04418109319019,0.00233314648944241,0.0093081525611026,"MSANTD2"
"ENSG00000120509","chrX",70281118,70290514,"ENSG00000120509",1292.2548118224,0.258399349176533,0.11214175622893,2.30422063882278,0.021210261218761,0.0593103540786477,"PDZD11"
"ENSG00000120519","chr4",146253975,146522372,"ENSG00000120519",263.383236838662,-0.0846329737918866,0.149093567096029,-0.567650069954901,0.570272601366707,0.708879722181552,"SLC10A7"
"ENSG00000120526","chr8",109240919,109334121,"ENSG00000120526",810.291035075589,0.543539908269898,0.151019166394802,3.59914520286085,0.000319264895450415,0.00165142124612938,"NUDCD1"
"ENSG00000120533","chr8",109334324,109345954,"ENSG00000120533",1030.46785920416,0.458416776832791,0.155832465750861,2.94172831459711,0.00326386141432338,0.0124295683200667,"ENY2"
"ENSG00000120539","chr10",27154824,27187953,"ENSG00000120539",962.498582842307,1.21831982363971,0.119012018250882,10.2369478439685,1.35441815602828e-24,1.06434693427889e-22,"MASTL"
"ENSG00000120549","chr10",23694746,24547848,"ENSG00000120549",40.1981131048658,1.72805747263,0.401053744716147,4.3087927625587,1.6414808634249e-05,0.000117975355176754,"KIAA1217"
"ENSG00000120594","chr10",19816239,20289856,"ENSG00000120594",75.1307580474462,1.88006388486555,0.315982796895367,5.94989316930474,2.68317561729403e-09,4.00646161905086e-08,"PLXDC2"
"ENSG00000120616","chr10",32267751,32378798,"ENSG00000120616",212.128209312389,-0.355766795458851,0.188714456785917,-1.88521219581202,0.0594011949152471,0.131705416615304,"EPC1"
"ENSG00000120645","chr12",66767,178455,"ENSG00000120645",1.45772439217333,-4.35295022582571,3.94646347071009,-1.10300025785934,0.270027053172715,NA,"IQSEC3"
"ENSG00000120647","chr12",389273,442642,"ENSG00000120647",57.9699857366677,0.133964983912419,0.323907641597731,0.413590069229651,0.679174347317697,0.792643723166746,"CCDC77"
"ENSG00000120656","chr1",28587829,28648291,"ENSG00000120656",468.287172653256,0.0698799063282095,0.162438107438077,0.430194043936695,0.667054494242764,0.783762945978687,"TAF12"
"ENSG00000120658","chr13",43213130,43786972,"ENSG00000120658",6.59499912266034,0.200544974521326,0.934383681345411,0.214628078941365,0.830057300234184,0.897413319314806,"ENOX1"
"ENSG00000120662","chr13",41216369,41263577,"ENSG00000120662",41.5407660268971,0.0543096033426635,0.382088452936379,0.142138823943226,0.886970352413586,0.93285600122153,"MTRF1"
"ENSG00000120675","chr13",43023203,43114213,"ENSG00000120675",691.664391920512,0.648834264943219,0.106900506481213,6.06951534937064,1.2829683005075e-09,2.01898695711444e-08,"DNAJC15"
"ENSG00000120685","chr13",39009865,39038089,"ENSG00000120685",1090.74743970682,-0.0626325871220805,0.109671575896229,-0.571092250751855,0.567937111230077,0.706795571362636,"PROSER1"
"ENSG00000120686","chr13",38349849,38363619,"ENSG00000120686",85.4205942218496,0.689842772142304,0.283887253279205,2.42998854007665,0.0150993002465392,0.0447431282867596,"UFM1"
"ENSG00000120688","chr13",41061509,41084006,"ENSG00000120688",522.403873354796,0.138924970450939,0.154146123928796,0.901255035871754,0.36745273486298,0.52403479254133,"WBP4"
"ENSG00000120690","chr13",40931919,41061440,"ENSG00000120690",535.332897678706,-0.207812072189932,0.132746532120131,-1.56548023417945,0.117470348432736,0.22454001628447,"ELF1"
"ENSG00000120693","chr13",36844831,36920887,"ENSG00000120693",14.7445724312627,-2.70873354179642,0.728064550907564,-3.72045794348848,0.000198861857338555,0.00108493436097612,"SMAD9"
"ENSG00000120694","chr13",31134973,31162388,"ENSG00000120694",6453.23803112667,0.311922713977491,0.101528453755396,3.0722689299394,0.00212438237268822,0.00856671167986343,"HSPH1"
"ENSG00000120696","chr13",41189834,41194569,"ENSG00000120696",109.960698866765,-0.682440672787718,0.263687689431689,-2.58806421436869,0.00965169861859156,0.0308125451472172,"KBTBD7"
"ENSG00000120697","chr13",36949738,37000763,"ENSG00000120697",869.676473808808,-0.19810920229638,0.134486298845011,-1.47308093090353,0.140729214615669,0.258418130912745,"ALG5"
"ENSG00000120699","chr13",36998816,37025881,"ENSG00000120699",3673.91543022775,-0.473910617783504,0.122915375605782,-3.85558450639604,0.000115453438161413,0.000672053038186495,"EXOSC8"
"ENSG00000120705","chr5",138506095,138543236,"ENSG00000120705",2046.12712172376,-0.249714905106366,0.110026816243741,-2.26958221305955,0.0232329438377163,0.063599394596928,"ETF1"
"ENSG00000120708","chr5",136028988,136063818,"ENSG00000120708",5572.70008638571,0.57484056887854,0.0769506379917037,7.47025085016859,8.00420867836214e-14,2.29797644468481e-12,"TGFBI"
"ENSG00000120709","chr5",138331935,138349729,"ENSG00000120709",1194.15159960307,-0.380766011942355,0.086059223189432,-4.42446489557802,9.6681622590274e-06,7.38915219036265e-05,"FAM53C"
"ENSG00000120725","chr5",138946724,139293557,"ENSG00000120725",251.979906538196,0.207630898482236,0.15866195744244,1.30863694000221,0.190657361744616,0.325795501243125,"SIL1"
"ENSG00000120727","chr5",139341587,139369720,"ENSG00000120727",1422.91398178233,-0.0703066087516189,0.126664538144628,-0.555061501675722,0.578852594289626,0.717217905134073,"PAIP2"
"ENSG00000120733","chr5",138352685,138437028,"ENSG00000120733",712.211510765833,-0.385695185558708,0.105774202313793,-3.64640126913453,0.000265938588962658,0.00140644571272357,"KDM3B"
"ENSG00000120738","chr5",138465479,138469303,"ENSG00000120738",31.8049309231073,-2.21134076359804,0.479668775178826,-4.61014115995695,4.02395648453642e-06,3.36033259836049e-05,"EGR1"
"ENSG00000120742","chr3",150541998,150603228,"ENSG00000120742",1363.70416530694,0.184927822222399,0.183835033820113,1.00594439688441,0.314442318012989,0.469804799088511,"SERP1"
"ENSG00000120756","chr3",142596393,142713664,"ENSG00000120756",562.867537634537,0.366668976202224,0.13017935852009,2.81664451546394,0.00485282052061517,0.0173680176070931,"PLS1"
"ENSG00000120784","chr19",37613749,37692337,"ENSG00000120784",57.9556916362498,0.720225468796143,0.348555549148713,2.06631473965963,0.0387987705478437,0.0955980817541569,"ZFP30"
"ENSG00000120798","chr12",95020229,95073628,"ENSG00000120798",53.8245475579725,-0.518679078439503,0.38661594916002,-1.34158738036134,0.17972982021894,0.311963499648276,"NR2C1"
"ENSG00000120800","chr12",101280105,101386618,"ENSG00000120800",330.068159933307,-0.291339137035462,0.191292979327655,-1.52299963155702,0.127758797605264,0.239625933268503,"UTP20"
"ENSG00000120802","chr12",98515561,98550351,"ENSG00000120802",931.332480796547,-0.457589953045696,0.113614627733541,-4.02756196252191,5.63582175885253e-05,0.000359279973696168,"TMPO"
"ENSG00000120805","chr12",101393116,101407772,"ENSG00000120805",4122.92166325018,0.292190445593075,0.125338434930414,2.33121185656495,0.0197421912559721,0.0558936541817463,"ARL1"
"ENSG00000120820","chr12",103988987,104064183,"ENSG00000120820",37.1775996650712,0.572982608374951,0.518044903255322,1.10604815291958,0.268705677882775,0.418612645210947,"GLT8D2"
"ENSG00000120832","chr12",106973120,106987163,"ENSG00000120832",210.519955300115,0.187624988739609,0.170720910834909,1.09901586057637,0.271761147835253,0.421711381178781,"MTERF2"
"ENSG00000120833","chr12",93569814,93583487,"ENSG00000120833",12.4738242412527,-0.0241465824707628,0.683363724149606,-0.0353348906555018,0.97181270197329,0.983260333895659,"SOCS2"
"ENSG00000120837","chr12",104117086,104138241,"ENSG00000120837",563.30574207759,-0.33912371744943,0.160566223129847,-2.11204891563768,0.0346822539240014,0.087718124789423,"NFYB"
"ENSG00000120860","chr12",102012840,102062149,"ENSG00000120860",211.610954983198,-0.264545174424713,0.188650980310749,-1.40229949501958,0.160825831156155,0.28696956634794,"WASHC3"
"ENSG00000120868","chr12",98645149,98735433,"ENSG00000120868",91.321223302022,0.153324189548761,0.257650990128467,0.59508480628121,0.551786784232947,0.693211436499801,"APAF1"
"ENSG00000120875","chr8",29333064,29350684,"ENSG00000120875",804.063361363246,1.35335518536774,0.21092964758769,6.41614491298627,1.39768410541051e-10,2.61590983942403e-09,"DUSP4"
"ENSG00000120885","chr8",27596917,27614700,"ENSG00000120885",867.638538328923,0.41754277834331,0.150727299024419,2.77018682777341,0.00560241471645624,0.0195280073952337,"CLU"
"ENSG00000120889","chr8",23020133,23069031,"ENSG00000120889",3795.7932984338,0.713094828704967,0.120342729943703,5.92553309234849,3.11285886964448e-09,4.60320107152855e-08,"TNFRSF10B"
"ENSG00000120896","chr8",22544986,22575788,"ENSG00000120896",6.39019016441974,1.61894161738922,1.46709594801861,1.1035008443556,0.269809725079091,0.41968109313579,"SORBS3"
"ENSG00000120899","chr8",27311482,27459391,"ENSG00000120899",12.0066187954057,-1.00305117877238,0.671394575647114,-1.49398165423902,0.135180414416557,0.250442024739364,"PTK2B"
"ENSG00000120910","chr8",22440819,22541142,"ENSG00000120910",397.150751300208,0.794222096809502,0.161967461134922,4.90359045727028,9.41005785832477e-07,8.98426006894107e-06,"PPP3CC"
"ENSG00000120925","chr8",42849637,42897290,"ENSG00000120925",104.427265401301,-0.00985310773959922,0.259045090957644,-0.038036265050127,0.96965876760962,0.982644195430795,"RNF170"
"ENSG00000120942","chr1",11273198,11296049,"ENSG00000120942",1200.69356004294,0.0380274818254863,0.119367117235809,0.318575858294068,0.750048162583341,0.844958686372834,"UBIAD1"
"ENSG00000120948","chr1",11012344,11030528,"ENSG00000120948",3201.65089378266,0.0571577608324133,0.097802585733869,0.584419730864228,0.558937955169212,0.698900488822865,"TARDBP"
"ENSG00000120963","chr8",101177878,101206193,"ENSG00000120963",879.331026430871,0.0995918409054636,0.140745507875851,0.70760227028568,0.479192282612997,0.63179373978842,"ZNF706"
"ENSG00000120992","chr8",54046367,54102017,"ENSG00000120992",5738.39149643956,-0.0511587515422141,0.120791515329525,-0.423529346433405,0.671909092000455,0.787419981761255,"LYPLA1"
"ENSG00000121005","chr8",74984505,75034558,"ENSG00000121005",176.662908671102,-0.750473606829509,0.210114413532867,-3.57173786515182,0.000354620262950837,0.00181363779871269,"CRISPLD1"
"ENSG00000121022","chr8",67043079,67083783,"ENSG00000121022",720.287739799985,0.0188611160611381,0.106547944437674,0.177019990021215,0.859492687774541,0.916777243489785,"COPS5"
"ENSG00000121039","chr8",73294602,73325281,"ENSG00000121039",411.592984293588,-1.18754071297839,0.135980143690642,-8.73319207310206,2.47584127353245e-18,1.14102775083588e-16,"RDH10"
"ENSG00000121057","chr17",57085092,57121346,"ENSG00000121057",315.973019961676,-0.744441235287345,0.194027264743293,-3.83678673341231,0.000124654634260829,0.000719802713802874,"AKAP1"
"ENSG00000121058","chr17",56938199,56961050,"ENSG00000121058",432.298372598759,-0.787388220933928,0.152532963170993,-5.16208565391371,2.44213492913001e-07,2.62615193826357e-06,"COIL"
"ENSG00000121060","chr17",56836387,56914080,"ENSG00000121060",891.651134340799,-0.226897071543977,0.161278460215355,-1.40686531382431,0.159467330693143,0.285096982203185,"TRIM25"
"ENSG00000121064","chr17",56978129,57006768,"ENSG00000121064",669.994575201939,-0.103749286728451,0.139459602234938,-0.743937922278534,0.456914031771951,0.610297354052336,"SCPEP1"
"ENSG00000121067","chr17",49598884,49678163,"ENSG00000121067",609.319614026404,-0.458782442279143,0.19700983583328,-2.32872861569911,0.0198734471649728,0.05612268804317,"SPOP"
"ENSG00000121068","chr17",61399843,61409466,"ENSG00000121068",98.9769581206948,0.611219683027608,0.26338517465608,2.32063055115277,0.0203067918565399,0.0571358644409737,"TBX2"
"ENSG00000121073","chr17",49700934,49709014,"ENSG00000121073",635.476295327894,-0.160451579716031,0.105114236599652,-1.52644955532657,0.126897944246058,0.23852221688323,"SLC35B1"
"ENSG00000121101","chr17",58556678,58692055,"ENSG00000121101",5.51741846247632,0.154708767251297,1.04817375189425,0.147598398616364,0.882659718977583,0.930895971516306,"TEX14"
"ENSG00000121104","chr17",49710332,49789180,"ENSG00000121104",153.918427588804,0.00940018795178431,0.232717498866016,0.0403931289979889,0.967779708045693,0.981632586540804,"FAM117A"
"ENSG00000121152","chr2",96335766,96377091,"ENSG00000121152",898.855499754052,-0.611075325402996,0.115782720643474,-5.27777652837042,1.30760791193395e-07,1.47063902682553e-06,"NCAPH"
"ENSG00000121210","chr4",153466346,153636711,"ENSG00000121210",152.702110846345,-0.136188854563128,0.250182431077318,-0.544358186850613,0.586195013273714,0.722805600063693,"TMEM131L"
"ENSG00000121270","chr16",48165773,48247568,"ENSG00000121270",1.88878774315721,0.920720167391658,1.68412699691723,0.546704713526367,0.584581615410468,NA,"ABCC11"
"ENSG00000121274","chr16",50152911,50235310,"ENSG00000121274",477.48634588383,-0.292972239029473,0.12790898158114,-2.29047433110569,0.0219938349258936,0.0610140073874273,"TENT4B"
"ENSG00000121281","chr16",50246137,50318135,"ENSG00000121281",626.995470200516,-0.705152526323321,0.136709081538086,-5.15805181623483,2.49532571576697e-07,2.67865130907069e-06,"ADCY7"
"ENSG00000121289","chr19",32875925,32971991,"ENSG00000121289",226.355260221406,0.374632202637335,0.219546701812444,1.70638957244449,0.0879355707744589,0.179415792431845,"CEP89"
"ENSG00000121297","chr19",31149979,31349436,"ENSG00000121297",184.052124740074,-0.0050527719879498,0.257959560024166,-0.019587457768483,0.984372469166096,0.990802312335387,"TSHZ3"
"ENSG00000121310","chr1",52895910,52927212,"ENSG00000121310",92.7288393613784,1.71641765873572,0.34881188019131,4.92075458494799,8.6211177844052e-07,8.30867004080372e-06,"ECHDC2"
"ENSG00000121314","chr12",10806051,10807286,"ENSG00000121314",2.93358311663162,-1.87116053769944,2.0863480129334,-0.896859261302526,0.369794020905324,NA,"TAS2R8"
"ENSG00000121318","chr12",10825219,10826358,"ENSG00000121318",5.58862782370647,-0.265973704900133,1.16920944326135,-0.227481659879718,0.820049228739043,0.891696247570687,"TAS2R10"
"ENSG00000121350","chr12",21437615,21471250,"ENSG00000121350",1312.06388113815,0.377472069047017,0.114984661645876,3.28280366827999,0.00102780220386385,0.00462718590421116,"PYROXD1"
"ENSG00000121361","chr12",21764955,21775600,"ENSG00000121361",40.2797516406109,-1.02806469296144,0.427281303246768,-2.40606056279438,0.0161255911871236,0.0473266991532076,"KCNJ8"
"ENSG00000121377","chr12",10801532,10802627,"ENSG00000121377",2.38536718719272,-5.0560383873581,3.71442373925555,-1.36119052167469,0.173453488725422,NA,"TAS2R7"
"ENSG00000121381","chr12",10809094,10810168,"ENSG00000121381",3.17898344774512,-2.86110365082006,2.16290018395861,-1.32280891741549,0.18589893096193,NA,"TAS2R9"
"ENSG00000121390","chr13",19674752,19783019,"ENSG00000121390",147.052583366403,-0.215983840472327,0.222337666965598,-0.97142262676412,0.331337865554954,0.486995417475796,"PSPC1"
"ENSG00000121406","chr19",57527325,57557542,"ENSG00000121406",61.1306761819107,0.17989221202849,0.310881106578849,0.578652765387219,0.562823493554077,0.702683899325739,"ZNF549"
"ENSG00000121413","chr19",58083838,58118427,"ENSG00000121413",20.8489610005936,6.52287010325008,1.28113118700611,5.09149271316502,3.55255528036854e-07,3.68138420811817e-06,"ZSCAN18"
"ENSG00000121417","chr19",57630395,57644041,"ENSG00000121417",72.623481629305,0.160857924418679,0.28685831409985,0.560757407096408,0.574962926292802,0.713556403971686,"ZNF211"
"ENSG00000121440","chr3",73382431,73624941,"ENSG00000121440",257.025076532088,-1.35390632474211,0.158540073446864,-8.53983661863183,1.34411746788691e-17,5.76137623735163e-16,"PDZRN3"
"ENSG00000121454","chr1",180230264,180278984,"ENSG00000121454",19.1711931114333,0.661612643911033,0.658316906902955,1.00500630771217,0.314893812569607,0.470236553453002,"LHX4"
"ENSG00000121481","chr1",185045497,185102603,"ENSG00000121481",284.320606057033,-0.0538407936292644,0.167608044081865,-0.321230367696235,0.748035820543002,0.84370783977876,"RNF2"
"ENSG00000121486","chr1",185118101,185157072,"ENSG00000121486",464.671460023081,-0.409424416022088,0.136355345723701,-3.0026282713676,0.00267659149154163,0.0104932315621391,"TRMT1L"
"ENSG00000121542","chr3",123201927,123274136,"ENSG00000121542",230.497861018478,-0.13852746785559,0.234501224927307,-0.59073238486721,0.554699745470824,0.695587579759292,"SEC22A"
"ENSG00000121577","chr3",119636457,119665324,"ENSG00000121577",2.81712894631816,-2.13319758696411,1.64929687312413,-1.29339818787345,0.195873376554233,NA,"POPDC2"
"ENSG00000121578","chr3",119211732,119240946,"ENSG00000121578",550.99368515515,0.51057336586762,0.131062450414469,3.89564947285049,9.79359417236236e-05,0.000583201018705945,"B4GALT4"
"ENSG00000121579","chr3",113716458,113746300,"ENSG00000121579",1870.21574286792,-0.115593898145176,0.252070414856354,-0.458577807360092,0.646537376405474,0.768013730363828,"NAA50"
"ENSG00000121621","chr11",28020619,28108156,"ENSG00000121621",1038.6238352734,0.516606595198247,0.12897984942244,4.00532794472596,6.19314989874062e-05,0.000391753480952844,"KIF18A"
"ENSG00000121644","chr1",244653103,244709033,"ENSG00000121644",427.154215428605,-0.287585619645707,0.169121389779205,-1.70046863984007,0.0890428103359541,0.181174408615512,"DESI2"
"ENSG00000121653","chr11",45885651,45906465,"ENSG00000121653",568.285769980889,0.641512134406804,0.158411331008114,4.04966065447644,5.12919559133515e-05,0.000331289824837606,"MAPK8IP1"
"ENSG00000121671","chr11",45847118,45883248,"ENSG00000121671",137.046785217624,-0.285008665012013,0.293511907877497,-0.971029308735804,0.331533683861867,0.487030728635425,"CRY2"
"ENSG00000121680","chr11",45909663,45918812,"ENSG00000121680",243.594190047795,0.614196265899684,0.239927776194554,2.55992147154168,0.0104695817817745,0.0330364486648065,"PEX16"
"ENSG00000121690","chr11",33015876,33033582,"ENSG00000121690",153.749814880381,0.285603997700314,0.26991427197693,1.05812855173781,0.289996839156902,0.443054742176528,"DEPDC7"
"ENSG00000121691","chr11",34438934,34472060,"ENSG00000121691",638.924798755272,0.404994156618686,0.143183933681508,2.82848882696252,0.00467683335800621,0.0168379736081639,"CAT"
"ENSG00000121716","chr7",100352176,100367831,"ENSG00000121716",3.25948536496177,-0.251719568197728,1.34792058509571,-0.186746586543045,0.851859327789751,NA,"PILRB"
"ENSG00000121741","chr13",19958677,20091829,"ENSG00000121741",461.25320380108,0.0185467984992701,0.169357108831539,0.10951296126411,0.912795641998265,0.949232842332245,"ZMYM2"
"ENSG00000121743","chr13",20138255,20161052,"ENSG00000121743",23.117820960297,-0.349162175303945,0.61699911205233,-0.565903853803815,0.571459141648582,0.710138633296499,"GJA3"
"ENSG00000121749","chr12",71839707,71927248,"ENSG00000121749",4.70026869088593,-0.244520377039348,1.1101746018317,-0.220253982243792,0.825673356951012,NA,"TBC1D15"
"ENSG00000121753","chr1",31727117,31764893,"ENSG00000121753",154.814164465325,1.21501576905891,0.272534058119404,4.45821625907241,8.26445009561042e-06,6.44080697533936e-05,"ADGRB2"
"ENSG00000121766","chr1",31296982,31364953,"ENSG00000121766",1037.62289256876,0.638656830268505,0.119033724875814,5.36534356910033,8.07952776551277e-08,9.46911385061387e-07,"ZCCHC17"
"ENSG00000121774","chr1",32013868,32060850,"ENSG00000121774",3618.84407195429,0.170769454513863,0.114673071522164,1.48918531828858,0.136438575825321,0.252125490057673,"KHDRBS1"
"ENSG00000121775","chr1",32072031,32102866,"ENSG00000121775",21.6210377957032,1.03532336983616,0.685680563384121,1.50992083649915,0.131063625211203,0.244366385013557,"TMEM39B"
"ENSG00000121797","chr3",46407166,46412997,"ENSG00000121797",2.18728390654719,-1.11039459456825,1.78945992253369,-0.620519398386998,0.534915886770337,NA,"CCRL2"
"ENSG00000121851","chr1",145964690,145978848,"ENSG00000121851",362.419166875142,0.12051781892014,0.150662949756673,0.799916761982833,0.423759025473375,0.579266491221912,"POLR3GL"
"ENSG00000121864","chr3",179323031,179338583,"ENSG00000121864",759.721246789908,-0.346238181518254,0.107499130638253,-3.22084634045446,0.00127812655723064,0.00561395681300266,"ZNF639"
"ENSG00000121879","chr3",179148114,179240093,"ENSG00000121879",526.369519607118,-0.36421861580956,0.141956934090337,-2.56569795722541,0.0102968447593921,0.0325668266009773,"PIK3CA"
"ENSG00000121892","chr4",39822863,39977956,"ENSG00000121892",3672.52820104596,-0.245180494813931,0.130336154521123,-1.88113954807678,0.0599529384574854,0.132688765580486,"PDS5A"
"ENSG00000121895","chr4",38966744,39032922,"ENSG00000121895",1327.0097783589,-0.339857857209878,0.0869523157879198,-3.90855440858878,9.28500381023592e-05,0.000556178056189058,"TMEM156"
"ENSG00000121897","chr4",39459004,39485109,"ENSG00000121897",81.7091684348433,-0.202229523278963,0.281946265530361,-0.71726264186743,0.473212053719137,0.625535298457742,"LIAS"
"ENSG00000121900","chr1",32894594,32901438,"ENSG00000121900",288.675955024003,0.480217706221981,0.25422568706783,1.88894250522314,0.0588995331440375,0.130829747565275,"TMEM54"
"ENSG00000121903","chr1",33472645,33501643,"ENSG00000121903",46.6294698892195,-0.0371850996352469,0.344263439247353,-0.10801350185934,0.913984981938116,0.949778917824816,"ZSCAN20"
"ENSG00000121931","chr1",110947190,110963965,"ENSG00000121931",307.797397205448,-0.83619031727554,0.212627991756213,-3.93264457030789,8.4016419434055e-05,0.000510638218067467,"LRIF1"
"ENSG00000121940","chr1",108881885,108963527,"ENSG00000121940",1177.96540547229,-0.0646868123692037,0.106180370900375,-0.609216296954707,0.542381079531277,0.686459803218452,"CLCC1"
"ENSG00000121957","chr1",108875350,108934545,"ENSG00000121957",826.088968596853,-0.15525629126921,0.144697068977857,-1.07297467990156,0.283282476787496,0.435455784694409,"GPSM2"
"ENSG00000121964","chr2",143938068,144332568,"ENSG00000121964",124.52696491916,-0.169470113820614,0.225451362748142,-0.751692567988307,0.452235960831623,0.606294908555869,"GTDC1"
"ENSG00000121988","chr2",135136916,135531218,"ENSG00000121988",60.3403205812685,-0.387836179763387,0.356473033362765,-1.0879818204052,0.276603133213533,0.4274934203309,"ZRANB3"
"ENSG00000121989","chr2",147844517,147930826,"ENSG00000121989",118.128603972077,-0.551443705042149,0.258209121055629,-2.13564765949281,0.032708143621755,0.0836370704704011,"ACVR2A"
"ENSG00000122008","chr5",75511845,75609991,"ENSG00000122008",354.916307952511,0.122932514817426,0.16369371497327,0.750991049580006,0.452658042373325,0.606661740620377,"POLK"
"ENSG00000122026","chr13",27251362,27259609,"ENSG00000122026",24568.9847550117,-0.00481899333496087,0.118343880287906,-0.0407202579739424,0.967518911460803,0.981530481264315,"RPL21"
"ENSG00000122033","chr13",27435643,27450591,"ENSG00000122033",1673.59204520048,0.504594470482915,0.0838801660649183,6.01565893530049,1.79156425232579e-09,2.74878425147207e-08,"MTIF3"
"ENSG00000122034","chr13",27424619,27435823,"ENSG00000122034",2549.73998691739,-0.409454142258145,0.0932965040281455,-4.38874046271467,1.14009029077455e-05,8.52679771645556e-05,"GTF3A"
"ENSG00000122035","chr13",27270830,27275192,"ENSG00000122035",260.056633236333,-0.179493328049376,0.23780158729068,-0.754802901420376,0.450367252741191,0.604252178105971,"RASL11A"
"ENSG00000122042","chr13",29764371,29850617,"ENSG00000122042",790.978962499108,-0.0808509890029152,0.136328157283945,-0.593061555394739,0.553139957811302,0.694128646003557,"UBL3"
"ENSG00000122068","chr3",197737179,197787596,"ENSG00000122068",304.07432150539,-0.034961957254376,0.206623882407441,-0.169205789993989,0.865634775703296,0.920924821257199,"FYTTD1"
"ENSG00000122085","chr2",241072169,241102332,"ENSG00000122085",714.531520164307,-0.912220146317217,0.124167923260933,-7.34666508354359,2.03213201347195e-13,5.51148370644970e-12,"MTERF4"
"ENSG00000122126","chrX",129539849,129592561,"ENSG00000122126",167.753189187081,-0.226947304133415,0.240943572398608,-0.941910597050343,0.346238414193716,0.502609439857995,"OCRL"
"ENSG00000122140","chr9",135499984,135504673,"ENSG00000122140",3536.60158190294,-0.41063152619869,0.103025577015615,-3.98572410942629,6.7274645106626e-05,0.000420555227507907,"MRPS2"
"ENSG00000122203","chr5",176346062,176361807,"ENSG00000122203",2810.36717229482,0.0715726184329985,0.160524541976056,0.445867140014479,0.655693219809536,0.774984880605968,"KIAA1191"
"ENSG00000122218","chr1",160288594,160343566,"ENSG00000122218",894.289223626601,0.534342034441623,0.116223376865897,4.59754353083518,4.27501328329689e-06,3.54583138294564e-05,"COPA"
"ENSG00000122257","chr16",24537693,24572863,"ENSG00000122257",130.599560378243,-0.532609649286218,0.28224243369291,-1.8870644017537,0.0591516640089371,0.131270863339167,"RBBP6"
"ENSG00000122299","chr16",11750586,11797258,"ENSG00000122299",515.460375240696,-0.187984568007146,0.10940023763308,-1.71831955829595,0.0857383438494111,0.175881251213175,"ZC3H7A"
"ENSG00000122335","chr6",158109519,158168280,"ENSG00000122335",130.59863330241,0.649649187114412,0.362423761337649,1.79251267829863,0.0730508801457592,0.154962924330656,"SERAC1"
"ENSG00000122359","chr10",80150889,80205572,"ENSG00000122359",1257.6133777503,0.452631792339762,0.15455621936331,2.9285899603676,0.00340503283073925,0.0128754773201828,"ANXA11"
"ENSG00000122376","chr10",87094161,87191465,"ENSG00000122376",439.080895191912,0.0761071808622206,0.142240363608451,0.535060364944812,0.592608116088818,0.727423940636109,"SHLD2"
"ENSG00000122378","chr10",80407829,80437115,"ENSG00000122378",14.1819661575455,-4.75368551536824,1.06270440214484,-4.4731964088734,7.70589360466652e-06,6.05547793871008e-05,"PRXL2A"
"ENSG00000122386","chr16",3112560,3120517,"ENSG00000122386",48.8902433305189,-0.619431497128548,0.549773479280475,-1.12670312496565,0.259868020769367,0.408961801464983,"ZNF205"
"ENSG00000122390","chr16",3443649,3486953,"ENSG00000122390",862.658043155429,-0.265160451939077,0.160210538653791,-1.65507496677281,0.0979092920748406,0.195134126409603,"NAA60"
"ENSG00000122406","chr1",92832013,92841924,"ENSG00000122406",26944.5922527051,-0.0149949895372636,0.0988853582655822,-0.151640139655364,0.879470772614672,0.928873283491278,"RPL5"
"ENSG00000122417","chr1",86346824,86396342,"ENSG00000122417",246.745823640238,-0.654861487972993,0.26876680671812,-2.43654153565103,0.0148284663667525,0.044079090492245,"ODF2L"
"ENSG00000122420","chr1",78303884,78540701,"ENSG00000122420",23.9392143707176,2.82940204848165,0.77128217432517,3.66843957071513,0.000244035356409829,0.00130452391452906,"PTGFR"
